SDG 2 — Zero Hunger 

BSIT 1107 | Solar-powered IoT automatic watering system with soil monitoring for fruit-bearing plants in Betchay’s garden
BSIT 1206 | Solar powered IoT-based smart ventilation and fire safety system for Alaw Tiluk 

SDG 8 — Decent Work and Economic Growth 

BSIT 0001 | Personnel information, payroll and billing system for Batelec II, Lipa City 
BSIT 0003 | Corazon T. Mendoza knitting incorporated payroll system with barcode reader 
BSIT 0036 | Online BSU human resource BSIT 0054 | Online reservation system for Nilda Chua’s catering services (NCCS) 
BSIT 0061 | Your Job.Com: a job portal with evaluation for applicant’s skills 
BSIT 0097 | Online services for BatStateU human resource management office 
BSIT 0106 | E-business site of Nutrilink enterprises with inventory system 
BSIT 0117 | E-Business Site of perfect ten catering services 
BSIT 0148 | Electronic-menu ordering system for Sawali restaurant 
BSIT 0158 | Sales Force one marketing Inc. web-based inventory and sales monitoring system 
BSIT 0160 | Business-To-business e-commerce site for Rotodyne Philippines Incorporated 
BSIT 0163 | An E-commerce website for Sadelta construction and scaffolding sales and rentals 
BSIT 0164 | Online ordering and information system for vets in the city 
BSIT 0165 | Hot & cold café online ordering system 
BSIT 0168 | Online ordering and inventory system for Julius aluminum, glass supply and welding shop 
BSIT 0190 | E-commerce of Jorjhanes food haus 
BSIT 0213 | Ginazel's hotel, restaurant and catering services online system with SMS notification 
BSIT 0226 | Online manpower system for D'Maps manpower agency 
BSIT 0239 | Payroll system for Sandigan Feedmills 
BSIT 0241 | E-commerce website for Asian technology 
BSIT 0243 | Johanna's Grille online ordering system 
BSIT 0263 | Ilijan multi-purpose cooperative management information system 
BSIT 0266 | Philippines Christian Book Store Batangas branch online ordering system 
BSIT 0271 | Android-based food ordering system in F. Baylosis restaurant 
BSIT 0280 | Inventory system for Monterey meatshop plus in Kumintang Ilaya, Batangas 
City BSIT 0290 | United Doctor of St. Camillus de Lellis human resource information system 
BSIT 0298 | Limcoma e-commerce 
BSIT 0343 | BatStateU library holding inventory system 
BSIT 0348 | He Brews Café customer ordering application with inventory system 
BSIT 0355 | Toyota logistics procurement management system 
BSIT 0358 | Human Resource Information System for the Municipal Government of Mabini, Batangas
BSIT 0366 | Montenegro Shipping Lines Inc. (MSLI) inventory system 
BSIT 0370 | Bauan General Hospital information and supply management 
BSIT 0372 | Payroll system with leave credit for NFA Batangas 
BSIT 0375 | Online ordering with customer relationship management system for Acqua Brilla and Malarayat Spring 
BSIT 0376 | Online ordering system for Burger Street Restaurant 
BSIT 0379 | Property and supply management system of Batangas State University 
BSIT 0393 | Wanam sa Bukid Restaurant business management system 
BSIT 0404 | Biometrics attendance monitoring with payroll system for Shollen Construction Company 
BSIT 0409 | Patio Alfonso Resort and Restaurant online reservation system 
BSIT 0411 | Payroll management system for Batangas State University 
BSIT 0412 | Cooperative management and monitoring system 
BSIT 0420 | Human resource management system for Mastermix agri-products and Feedmills Corporation 
BSIT 0421 | Online manufacturing inventory system for Wincom Feedmill Corporation 
BSIT 0423 | Procurement in management system for TESDA Batangas Provincial Office 
BSIT 0453 | Honda Cars Batangas human resource information system management 
BSIT 0455 | Inventory and POS system for CDL Hardware and Construction Supply Corporation 
BSIT 0458 | Service management system for JM & ML Enterprises 
BSIT 0484 | Human resource information system for Crisdeline Garments 
BSIT 0491 | Business service management with data analytics for Greenland Platinum One Feed mills 
BSIT 0495 | Human resource information system and visitor access for Simlong Development and Logistic Corporation 
BSIT 0500 | Computerized construction cost estimate with payroll management system for Edres Construction And Supply 
BSIT 0503 | Batangas State University point of sales for Resource Generation Office 
BSIT 0551 | Human resource information system for the Municipality of San Jose 
BSIT 0569 | A web-based lot sales monitoring system using GIS for Victorina Corporation 
BSIT 0579 | Delivery tracking and inventory system with QR Code
BSIT 0607 | Food products and general trading system 
BSIT 0615 | Web-based customer service management system for smart rye automatics
BSIT 0618 | Online reservation system and records management for fab events catering services and event management 
BSIT 0619 | Web-based service management system for Ricmar Air-Conditioning and General Services 
BSIT 0639 | Human resource information system for the municipality of Rosario, Batangas 
BSIT 0656 | Trashcash: An e-commerce application for recycled waste materials 
BSIT 0663 | PESO Lemery management system BSIT 0687 | Human resources information systems for the municipality of San Luis office 
BSIT 0706 | Batangas City smart vehicle hiring system 
BSIT 0709 | Aice ice cream online ordering system -Nasugbu Branch 
BSIT 0756 | JHAPP: job hiring mobile application for San Nicolas Municipality 
BSIT 0786 | Online ordering system for JC Parallon grocery store 
BSIT 0851 | Peso portal: online job portal web-based under the public employment services office use for searching employment for aspirant applicants in Bauan, Batangas 
BSIT 0852 | A human resource information system with payroll feature for thermal solutions inc. 
BSIT 0859 | Currensight: peso banknote detector for the visually impaired 
BSIT 0865 | Wager - design and development of an integrated attendance monitoring and payroll system for palay butil buhay farmers association 
BSIT 0897 | Web-based rental and management system for w construction: enhancing customer support and service management 
BSIT 0903 | PESO-LIPA.ONLINE, an automated job portal for public employment service office in Lipa City 
BSIT 0907 | Streamlining customer service and inventory management with QR-based point of sales application for pusakalye clothing store 
BSIT 0910 | Student portal for lipa city science integrated national high school with integration for improved service management 
BSIT 0924 | The Place Gian & Gaela's Catering Services: Building a management system with appointment and reservation features 
BSIT 0966 | Senior High Portal Of Dr. Juan A. Pastor Integrated National High school with content management system integration for easy service management 
BSIT 0972 | Online catering service management system for BATSTATEU – Alangilan Resource Generation Office (RGO) 
BSIT 0993 | Design and development of hr: connect a human resource management system for the Municipality of San Nicolas Batangas using PHP and MYSQL 
BSIT 0995 | Sales and inventory system with order tracking analytics for Nueva Vida Farm 
BSIT 0999 | Jobjuan: Portal of public employment service office sectors in San Juan Batangas 
BSIT 1010 | Dani’s catering and events: a web-based events planner system 
BSIT 1014 | Trabahadoor: a web-based job portal with hr analytics for the public employment service office of the municipality of San Jose, Batangas 
BSIT 1017 | A web-based business management system for san jose pest control services 
BSIT 1024 | Optimizing Operational Efficiency: A Web Based Management System for Buttered Toast & Coffee Powered By Integrated Point of Sale System 
BSIT 1034 | Development of a loan management system for bimpc: enhancing cooperative finances 
BSIT 1036 | Enhancing operational efficiency and customer experience: A web-based management system for fairy flora express laundry
BSIT 1040 | Batangas City employment and information system: a comprehensive online job portal and recommendations through data-driven job analysis 
BSIT 1059 | Streamlining Pharmaceutical Services: YenYan's Online Ordering and Management Solution 
BSIT 1061 | Forecasting payroll demands: optimizing resource allocation in a web-based system for Juan Carlo the caterer 
BSIT 1062 | Data-driven analysis through a web-based integration of point of sales and inventory management system for Hungry Hippo 
BSIT 1065 | J.l. Calingasan service center: work order management system with data analytics 
BSIT 1068 | Enhanced Sales Strategy Decision Support Using Data-Driven Sales Monitoring System for Coffee Beer Cafe 
BSIT 1072 | Petals & Stems: Alitagtag's premier online ordering system for exquisite floral arrangements and sustainable blooms 
BSIT 1073 | Cloud based point of sales inventory system with data driven analytics for Reynan’s Motor Shop Parts and Accessories 
BSIT 1098 | ONECIFRA: A Web and Mobile based Human Resource Information System for CIFRA Industrial Services Corporation 
BSIT 1101 | Streamlining Payroll Processing for Police Officers: Integrating Attendance Tracking with HR Systems in Police Hotline Movement Incorporated at San Jose Batangas 
BSIT 1109 | Web-Based and Mobile Application Human Resource Management System Portal for Anywear Fashion and Trading Corporation 
BSIT 1115 | Optimizing pet care, revolutionizing service management with a mobile app for petaholic veterinary clinic featuring inventory mangement and appointment scheduling 
BSIT 1117 | From click to sip: An advanced web-based sales inventory system to improve management of max mango business branches in Batangas City 
BSIT 1120 | IDM: An Integrated dealership management system of eversure marketing Inc. in Batangas 
BSIT 1123 | Platetech: Enchancing ordering and inventory system with descriptive analytics at Johanna's Grille 
BSIT 1129 | Web based management system and point of sales with applied business analytics for Lolo's Place 
BSIT 1131 | Business analytics-integrated financial management system for Ibaan Market Vendors & Community Multi- Purpose Cooperative (IMVCMPC)
BSIT 1139 | BatStateU Alangilan Procurement Office Monitoring System 
BSIT 1154 | A Web-Based Business Management System with Prescriptive Analytics For Boss G Café 
BSIT 1159 | NEXUSAI: Web Based AI-assisted Business Analytics for Multi-branch Operations with E-commerce Integration for Yohann's Sport's Wear 
BSIT 1160 | Booking and Management System of Kyle's Catering Services 
BSIT 1175 | A Web-Based Credit Management System for STS Louie and Zelie Credit Cooperative 
BSIT 1184 | Hacienda Marcelo Resort V2: A Customized Service Management System for Seamless Reservation and Event Planning 
BSIT 1187 | Pharmacy Inventory and Sales Tracking Through Point of Sale Integration for Donrose Pharmacy 

SDG 9 — Industry, Innovation and Infrastructure BSIT 0007 | Wifi Yagi antenna with weatherproof access point attachment 

BSIT 0009 | Design of an Omni-directional antenna for BSU Wifi system 
BSIT 0012 | Proposed wide area network design for Batangas state university using WIMAX technology 
BSIT 0039 | Microcontroller based rice cooker with GSM 
BSIT 0041 | Book monitoring system using radio frequency identification (RFID) 
BSIT 0155 | Attendance system using RFID with SMS for Alitagtag College of High School Department 
BSIT 0191 | Modified high gain Wi-Fi antenna with booster 
BSIT 0253 | Performance comparison of wireless sensor network using IEEE 802.15.4 (Zigbee) and IEEE 802.11 (Wi-Fi) for parking monitoring system 
BSIT 0264 | Automatic eraser of magnetic board with RFID 
BSIT 0355 | Toyota logistics procurement management system 
BSIT 0428 | Starlite Ferries, Inc. web based logistics and requisition management information system 
BSIT 0449 | Bus tracking and monitoring for Supreme Trans Liner Incorporation 
BSIT 0509 | Arduino-based class attendance using RFID 
BSIT 0510 | Design of water quality measuring device using Arduino with accuracy testing 
BSIT 0530 | Integrated library management system using radio frequency identification (RFID) technology For Dacanlao G. Agoncillo National High School 
BSIT 0535 | Raspberry Pi based faculty attendance using face recognition
BSIT 0545 | Development of scale model parking system using Arduino and sensors 
BSIT 0553 | RFID based access control monitoring system with SMS notification for Fernando Air Base Integrated National High School. 
BSIT 0554 | Development of fire alarm system using raspberry Pi 
BSIT 0559 | Design and development of magnetized door locking mechanism using Arduino 
BSIT 0576 | Arduino-based portable pet feeder 
BSIT 0581 | CCTV with gas detection using raspberry PI 
BSIT 0587 | RFID bus fare payment system 
BSIT 0602 | Arduino based pest repellant system 
BSIT 0628 | Arduino based fingerprint door lock 
BSIT 0629 | Air quality monitoring system on Arduino microcontroller 
BSIT 0636 | Fingerprint motorcycle starter with GPS tracking function 
BSIT 0654 | Asthma monitoring mobile application with portable nebulizer using raspberry PI 
BSIT 0660 | IoT-based smart waste monitoring and control system for Batangas State University Alangilan Campus 
BSIT 0668 | A raspberry PI based mango disease detection using convolutional neural network 
BSIT 0724 | Network design and file server for Batangas National Highschool administration building 
BSIT 0788 | Smart parking system using image processing 
BSIT 0803 | ECNAD: Enterprise campus network architecture design for Batangas State University Alangilan 
BSIT 0812 | Optimized network architecture design the local area network of sunhill development center 
BSIT 0814 | Smart id access card for students of Taysan Senior High School 
BSIT 0839 | Data automation system for anti-rabies program of OCVAS Batangas 
BSIT 0842 | IoT-based temperature and soil moisture monitoring android application 
BSIT 0847 | Alangilan senior high school smart id
BSIT 0858 | Network architecture design and an on-premise universal file access and sync platform at Sta. Rita elementary school 
BSIT 0869 | Smart parking system in Batangas State University Pablo Borbon Campus 
BSIT 0877 | Local area network design with file server in Teodoro M. Luansing College of Rosario
BSIT 0893 | Automated alcohol dispenser with infrared thermometer using arduino microcontroller 
BSIT 0900 | Patintero: a virtual reality multiplayer game with optimized network performance using unity's multiplayer networking netcode 
BSIT 0938 | Design and optimization of network infrastructure in Rizal College of Taal 
BSIT 0939 | Smarttrack: An IOT-based rfid attendance monitoring system for Alitagtag Senior High School 
BSIT 0943 | Real-time GPS tracking and monitoring system using IOT device and cloud computing for Batangas Transport Cooperative (BATRASCO) 
BSIT 0945 | Proposed network designs for DICT Region IV-A Regional Operations Office 
BSIT 0946 | Enhancing network performance and security at Tinga SoroSoro Integrated School: A Mikrotik router-based solution 
BSIT 0948 | Network upgrade with wi-fi security for Asian Institute Of Computer Studies 
BSIT 0949 | IoT-Based Fecarro’s smart poultry farming 
BSIT 0951 | Face Snap: An IOT-based smart technology for facial recognition and detection in student apartments 
BSIT 0953 | IOT-Based wireless sensor network for early fire detection and prevention 
BSIT 0954 | Lan Map: Design and implementation of a network monitoring activity for Batangas Medical Center 
BSIT 0955 | Network optimization and performance enhancement for San Juan Institute of Technology 
BSIT 0956 | Design and development of an IOT-based for network security using raspberry Pi 
BSIT 0957 | Web content filtering system for parental control on a home network with advanced firewall and DNS filtering technologies using raspberry Pi 
BSIT 1015 | Parcelsafe: aniot-based parcel management system 
BSIT 1016 | Mobile-Based Smart Room Energy Monitoring and Control 
BSIT 1025 | Smart jeepney tracking and management system with predictive analytics of batangas transportation cooperative (batrasco) 
BSIT 1044 | A comprehensive network design to enhance campus connectivity for Pedro A. Paterno National High School 
BSIT 1047 | IoT-based monitoring and automated watering system for Lolo Omas’ greenhouse lettuce farm 
BSIT 1049 | Design and development of an IoT-based device for environment monitoring in Balagtas using LTE technology 
BSIT 1057 | SMART Crosswalk in Barangay Mahabang Dahilig Batangas City 
BSIT 1058 | Smart parking system monitoring: enhancing efficiency using image processing 
BSIT 1079 | Forging connections: a strategic design for network enhancement of lemery senior high school 
BSIT 1112 | Mr. Bin - A smart bin for Bolbok Elementary School
BSIT 1142 | IoT-based fish aquarium monitoring and feeding system for RRJ Aquatique 
BSIT 1143 | IoT-based rotten egg sorting device for Nancy’s fresh eggs atbp. 
BSIT 1144 | Design and development of an IoT firewall using Raspberry Pi For Lemery Senior High School 
BSIT 1152 | BusSync: An LoT and Cloud Computing Enabled Real-Time Tracking and Monitoring System with Companion Mobile Application for Bus Fleet Management 
BSIT 1156 | IOT-based Automated Moisture Control and Environmental Monitoring System for Vermicomposting at Kabalikat sa Kabuhayan Farm 
BSIT 1157 | IoT-Based Pet Health Monitoring Collar With GPS and Companion Mobile Application 
BSIT 1173 | PiFiBantay: Enhanced Network Security with Raspberry Pi-Based for Intrusion Detection and Prevention with Web-Based Monitoring Dashboard for NBM Accounting & Auditing Services 
BSIT 1178 | IoT-Based soil Macronutrient Analyzer for Happy Thumb Integrated Farm 
BSIT 1180 | IoT-Based Chicken Manure Robot Scaper for Guinhawa's Poultry 
BSIT 1183 | An Iot-Based Dry Waste Segregation System for Xentro Mall Batangas City 
BSIT 1185 | Assessment and Optimization of IT Systems and Network Architecture in the Local Government Unit of Lipa, Batangas 
BSIT 1188 | Raspberry Pi-Based Speech Enhancement System for Lalibelatech Solutions 
BSIT 1189 | IoT-Based Smart Beekeeping: Monitoring beehive Sustem for Saranhae Honey Bee Farm 
BSIT 1191 | Top Driving Institute: Moshi- An IoT-Based Helmet Tracker and Emergency Response System 
BSIT 1193 | Iot-Based Hand Gesture Controlled Wheelchair for Individuals with Mobility Impairment 
BSIT 1195 | HATCHTECH: An Iot-Based Smart Egg Incubator 
BSIT 1202 | MaLASACkit portal: a web-based portal for donor management and donation logistics of Lasac with the utilization of prescritive analytics 
BSIT 1204 | Rancho Blanco virtual tour: an IoT-based visualization kiosk and website for guest exploration 
BSIT 1206 | Solar powered IoT-based smart ventilation and fire safety system for Alaw Tiluk 
BSIT 1207 | Iot-enabled healthcare kiosk for preliminary check-up using integrated RFID health card for Batangas State University-Alangilan Students 

SDG 10 — Reduced Inequalities 

BSIT 0274 | Computer aided learning module for deaf and mute 
BSIT 0445 | Senior citizen and person with disabilities record management system for the municipal social welfare and development office of Padre Garcia 
BSIT 0474 | Online verification system for senior citizen in Batangas City 
BSIT 0475 | Batangas PDAO information management system for PWDs with data analysis 
BSIT 0555 | Mapping and monitoring system for 4Ps office of the municipality of Bauanv 
BSIT 0620 | Smart belt for the visually impaired 
BSIT 0657 | Senior citizen ID verification system for Batangas City 
BSIT 0661 | Management information system for the office of the senior citizen affairs of Bauan, Batangas 
BSIT 0765 | 4Ps web-based management system municipality of Lemery , Batangas 
BSIT 0845 | Management information system for the office of the senior citizen affairs of Bauan, Batangas 
BSIT 0857 | A touchless hand gesture driven directory access kiosk system for BATSTATEU Alangilan 
BSIT 0859 | Currensight: peso banknote detector for the visually impaired
BSIT 0914 | ITRACK4PS: a web-based monitoring system of 4ps in Mabini, Batangas, IN field of education 
BSIT 1019 | Learning management system with special education Identification tool for Sunhill Montessori Casa -Batangas 
BSIT 1039 | Implementing a web-based senior citizen health and medication management system in San Jose, Batangas: leveraging a comprehensive it solution with an integrated electronic health record platform 
BSIT 1045 | EYEWALK: enhanced IoT-enabled navigation device for visually impaired individuals 
BSIT 1171 | Smart Assist: An IoT-Enabled Navigation Stick for the Visually Impaired Individuals with Obstacle Detection for the Persons with Disability Affairs in Batangas City 
BSIT 1193 | Iot-Based Hand Gesture Controlled Wheelchair for Individuals with Mobility Impairment

SDG 11 — Sustainable Cities and Communities

BSIT 0126 | Development of online services for the municipality of Bauan
BSIT 0128 | Batangas City traffic monitoring system
BSIT 0130 | Real property identification and tax mapping system of Batangas City assessor's office
BSIT 0141 | Barangay Balagtasin information system
BSIT 0145 | Online registration system using quick response code
BSIT 0180 | Virtual tour kiosk of Batangas State University Main Campus II
BSIT 0196 | Virtual tour system of Puerto Galera
BSIT 0197 | Barangay Simlong management system
BSIT 0204 | Municipality of Alitagtag Batangas web portal
BSIT 0210 | Online registration of establishments and queuing system of DOLE Batangas
BSIT 0218 | Mercedes homes online virtual tour
BSIT 0224 | Computerized tax declaration of real property in the Municipality of San Jose Batangas
BSIT 0240 | Online public transportation guide for Lipa City
BSIT 0349 | Web-based information system of Barangay Cuta, Batangas City
BSIT 0355 | Toyota logistics procurement management system
BSIT 0356 | Batangas Province Virtual Tour: Taal Volcano experience
BSIT 0362 | Batangas State University virtual tour
BSIT 0424 | Municipality of San Jose waterworks management system
BSIT 0425 | Request of computer equipment and monitoring system for IT Services Division of Batangas City Hall
BSIT 0428 | Starlite Ferries, Inc. web based logistics and requisition management information system
BSIT 0467 | LAN based automated business permit and monitoring system for the municipal government of Alitagtag, Batangas
BSIT 0468 | Web portal for the municipality of Balete Batangas
BSIT 0476 | A natural disaster response analytics Nodel with mobile application of Batangas City
BSIT 0479 | Online inspection reports and monitoring system for business permit and license application of Batangas City
BSIT 0489 | Business permit system for the office of the municipal treasurer of Lobo, Batangas
BSIT 0494 | Batangas City barangay management information system with geo spatial analysis
BSIT 0495 | Human resource information system and visitor access for Simlong Development and Logistic Corporation
BSIT 0506 | Website with virtual tour of Avida Settings
BSIT 0513 | Web-based management information system for barangays in Batangas City
BSIT 0543 | Management information system for Local Civil Registry of Lipa
BSIT 0545 | Development of scale model parking system using Arduino and sensors
BSIT 0548 | New civil registrar information system for Bauan Batangas
BSIT 0551 | Human resource information system for the Municipality of San Jose
BSIT 0554 | Development of fire alarm system using raspberry Pi
BSIT 0555 | Mapping and monitoring system for 4Ps office of the municipality of Bauanv
BSIT 0562 | Web-based agriculture mapping using QGIS for Batangas province
BSIT 0563 | Municipality of Alitagtag health center information system
BSIT 0569 | A web-based lot sales monitoring system using GIS for Victorina Corporation
BSIT 0571 | Integrated e-legislative system of Sangguniang Panlungsod Records Division
BSIT 0597 | Web-based management system for municipal disaster risk reduction and management office in Rosario Batangas
BSIT 0598 | Web services of selected offices for the municipality of Rosario, Batangas
BSIT 0600 | Business permit and licensing system for the municipality of Mabini, Batangas
BSIT 0608 | Information management system with GIS grave mapping for Mt. Zion Memorial Park Batangas City
BSIT 0639 | Human resource information system for the municipality of Rosario, Batangas
BSIT 0679 | Internet redundancy topology for multi internet service providers (ISPs) of the municipal hall in Candelaria , Quezon
BSIT 0680 | Barangay Bolo services management information system
BSIT 0687 | Human resources information systems for the municipality of San Luis office
BSIT 0688 | Idoctrack: A documentary tracking systems for the municipality of Ibaan
BSIT 0690 | iTrace: digitized establishment entry management system for the municipality of San Nicolas , Batangas
BSIT 0702 | Alert: a mobile application for disaster risk reduction and management for municipal of Lemery
BSIT 0711 | Bus management system with location tracking
BSIT 0727 | Municipality of San Luis business permit and residence certification online management
BSIT 0756 | JHAPP: job hiring mobile application for San Nicolas Municipality
BSIT 0757 | Voters information system for voting precinct in the local barangay Cuta, Sitio Maligaya Batangas City
BSIT 0760 | Batangas State University Main I GPS navigation map mobile application
BSIT 0765 | 4Ps web-based management system municipality of Lemery , Batangas
BSIT 0769 | Likas: location identifier for ka-Batangueño assistance and support an evacuation center finder
BSIT 0779 | Barangay Masaguitsit integrated information management system
BSIT 0782 | Look-ation: A business establishment locator for the municipality of Tuy
BSIT 0788 | Smart parking system using image processing
BSIT 0789 | GPS navigation map for BatStateU Pablo Borbon
BSIT 0804 | E-hatid: Android-based booking application for tricycle operators and drivers' association in Lourdes Subdivision, Barangay Bolbok, Batangas City
BSIT 0822 | PGTOUR : a Puerto Galera tourist spot and resort 360-degree image scene viewer application
BSIT 0825 | Automated real property tax management system and online payment with geo-mapping for the municipality of Alitagtag
BSIT 0840 | Smart fire detection system with SMS alert notification for Wenceslao Trinidad memorial national high school
BSIT 0848 | Ingat Batangas: City emergency response application with incident management system
BSIT 0854 | Spear: student organization’s portal for event approval and registry
BSIT 0868 | Local barangay exigency alerts: mobile location-aware emergency notification system
BSIT 0869 | Smart parking system in Batangas State University Pablo Borbon Campus
BSIT 0876 | E-sigaw: an emergency report application in the Municipality of Pinamalayan, Oriental Mindoro
BSIT 0887 | Smart waste management system for the Barangay Mainit, Mabini Batangas
BSIT 0896 | iLOCATED: identifying the location of citizens affected by extreme disaster
BSIT 0904 | LIGTAS: locating individuals by geospatial tracking application system for the municipality of Alitagtag, Batangas
BSIT 0923 | PASS-YAL: An E-ticketing system for the Municipality of San Juan, Batangas
BSIT 0927 | Ecoexchange: A web-based marketplace for recyclable materials with GIS
BSIT 0930 | Cloud-integrated virtual touring and reservation management system of Astra Realty Corporation
BSIT 0953 | IOT-Based wireless sensor network for early fire detection and prevention
BSIT 0958 | Digitizing record management in Barangay Poblacion San Pascual, an automated system built on Laravel and MYSQL
BSIT 0959 | Conde Labac Integrated School student portal and registration system: A comprehensive solution using PHP and SQL server
BSIT 0964 | Tourease: An interactive web application for tourism destination discovery and exploration of Batangas Province
BSIT 0976 | Information and e-services web-based application for Barangay Libjo Batangas City
BSIT 0981 | A web-based monitoring system for municipal disaster risk reduction management council for the Municipality of Ibaan, Batangas
BSIT 0986 | Bangis: Batangas animal bite management gateway information system for efficient management of human rabies vaccines in the Province of Batangas
BSIT 0988 | BATSAFEU: Development of a comprehensive mobile solution for incident reporting, emergency response, and threats alerts
BSIT 0991 | eSPES: Online registration and data management system
BSIT 0993 | Design and development of hr: connect a human resource management system for the Municipality of San Nicolas Batangas using PHP and MYSQL
BSIT 0997 | Optimizing resource allocation and service delivery for health workers of Barangay Malitam Batangas City: A business analytics approach using Lifelink
BSIT 1000 | Children’s health information system: monitoring and tracking of children's health in the Municipality of San Juan, Batangas
BSIT 1003 | Design and development of a web-based donation system with data analytics for the municipality of Sta. Terisita Batangas
BSIT 1014 | Trabahadoor: a web-based job portal with hr analytics for the public employment service office of the municipality of San Jose, Batangas
BSIT 1023 | Web-based barangay record management of San Pedro, Batangas City
BSIT 1025 | Smart jeepney tracking and management system with predictive analytics of batangas transportation cooperative (batrasco)
BSIT 1027 | Pasada (permitting and other services aligned for drivers’association): a franchising system for tricycle and jeepney drivers in the municipality of lobo, batangas with descriptive analytics (diagnostic analytics)
BSIT 1035 | Occupational and motor operator application permit system with demographics analysis for community eCenter (CeC) of San Luis, Batangas
BSIT 1041 | GIS-based health analytics and inventory management system for municipality of San Luis health center
BSIT 1042 | EASYTIZEN: an integrated web and mobile application for document requests and data analytics in San Pascual Municipality, Batangas
BSIT 1057 | SMART Crosswalk in Barangay Mahabang Dahilig Batangas City
BSIT 1058 | Smart parking system monitoring: enhancing efficiency using image processing
BSIT 1096 | Data-driven personalized itinerary recommendations using prescriptive anlaytics for enhanced tourism experiences
BSIT 1099 | Vehicrash: incident alert and management system for Batangas City
BSIT 1103 | Infomunisipyo: a record management system for document request and appointment process of local civil registrar office in municipality of Alitagtag Batangas
BSIT 1104 | Lipa city explorer: a web-based destination recommender system with feedback analysis tool for culture heritage tourism in lipa city, batangas
BSIT 1118 | ExploreLobo, A tourist experience with 360-degree discovery and booking
BSIT 1135 | A web-based environmental users’ fee management and monitoring system with data-driven planning for the Municipality of Puerto Galera
BSIT 1147 | GADIMS: gender and development information and management system with analytics of the local government unit of Lipa
BSIT 1150 | GCH-HOA Connect: A Centralized Community Management System for Golden Country Homes Alangilan, Batangas City
BSIT 1155 | Integrated Web-Based Tourism Management: Optimizing Resort Operations in Lobo, Batangas
BSIT 1185 | Assessment and Optimization of IT Systems and Network Architecture in the Local Government Unit of Lipa, Batangas
BSIT 1191 | Top Driving Institute: Moshi- An IoT-Based Helmet Tracker and Emergency Response System
BSIT 1199 | Off-Grid Communication for First Responders: Implementing a Lora-Based Mesh Network for the Bureau of Fire Protection in Barangay Sta. Clara
BSIT 1202 | MaLASACkit portal: a web-based portal for donor management and donation logistics of Lasac with the utilization of prescritive analytics
BSIT 1204 | Rancho Blanco virtual tour: an IoT-based visualization kiosk and website for guest exploration

SDG 12 — Responsible Consumption and Production

BSIT 0656 | Trashcash: An e-commerce application for recycled waste materials
BSIT 0660 | IoT-based smart waste monitoring and control system for Batangas State University Alangilan Campus
BSIT 0705 | Candelaria garbage collection and waste monitoring system
BSIT 0762 | Smart waste management system
BSIT 0887 | Smart waste management system for the Barangay Mainit, Mabini Batangas
BSIT 0927 | Ecoexchange: A web-based marketplace for recyclable materials with GIS
BSIT 1183 | An Iot-Based Dry Waste Segregation System for Xentro Mall Batangas City

SDG 13 — Climate Action

BSIT 0418 | Damage assessment system with data analytics for MDRRMO of Rosario, Batangas
BSIT 0477 | Air pollution analytics and information system in Batangas City
BSIT 0512 | Development of a prototype rain gauge and flood level apparatus using Wemos
BSIT 0591 | Geo-hazard assessment for Mabini with decision support system
BSIT 0597 | Web-based management system for municipal disaster risk reduction and management office in Rosario Batangas
BSIT 0702 | Alert: a mobile application for disaster risk reduction and management for municipal of Lemery
BSIT 0821 | IDONATE: a web-based donation system for CDRRMO in Batangas City
BSIT 0981 | A web-based monitoring system for municipal disaster risk reduction management council for the Municipality of Ibaan, Batangas
BSIT 1049 | Design and development of an IoT-based device for environment monitoring in Balagtas using LTE technology

SDG 14 — Life Below Water

BSIT 0293 | Aquatic Quest: An edutainment android game
BSIT 0369 | Detection of Mangroves diseases using image processing techniques
BSIT 0524 | Mangrove phytopathology analysis using digital image recognition for PG-Enro
BSIT 0540 | Fish kill forecasting application for BFAR IV-A
BSIT 0638 | Marine benthic organism using remotely operated underwater vehicle
BSIT 0980 | Balmes boat builders marine supply and customer support system
BSIT 1167 | HOTELLINK: A Centralized Management System For D'Mariners Inn Hotel
BSIT 1201 | Anchor Point :Web-Based Operation System Management for L.E.O Marines

SDG 15 — Life on Land

BSIT 0200 | Soil monitoring system
BSIT 0394 | Management information system for the office of the City Veterinary and Agricultural Services of Batangas
BSIT 0457 | Information system for the office of Agricultural Services in Rosario, Batangas
BSIT 0470 | OCVAS livestock veterinary online services information management system
BSIT 0492 | Information graphics generation and data management system for the cooperative division of the office of the City Veterinarian and Agricultural Services Batangas City
BSIT 0501 | Web-based management information system of dogs and cats anti-rabies vaccination OCVAS, Batangas City
BSIT 0525 | Smart farming application with smart sensors for live soil moisture and temperature monitoring
BSIT 0562 | Web-based agriculture mapping using QGIS for Batangas province
BSIT 0630 | Inventory management system for OCVAS
BSIT 0643 | A web-based system for detecting Liberica Coffee Diseases using Yolov4-Tiny
BSIT 0646 | Android herbal plant identification mobile application for office of the City Veterinarian and Agricultural Services
BSIT 0668 | A raspberry PI based mango disease detection using convolutional neural network
BSIT 0731 | Veterinary management system
BSIT 0746 | Animal shelter management system
BSIT 0787 | Ricenet: a fine tuned neural network model for rice disease classification system
BSIT 0798 | Electronic veterinary management system for Vetmyx animal clinic
BSIT 0839 | Data automation system for anti-rabies program of OCVAS Batangas
